Internal ID,Name,Description,Bin Number
12880,HFLRSTS6348,MOUNTING BRACKET - 1250 - 316SS - PRE-DRILLED,2A9C
12881,HFLRSTS6448,MOUNTING BRACKET - UNIVERSAL - 1500 - 316SS,2B8C
1590,HHBHC106160125,BOLT - 6200 MOUNTING BASE - C276 HASTELLOY,B-1B4I
1591,HHBHC106160175,BOLT - 6200 HOUSING - C276,B-1B2F
1592,HHBHC106160500,BOLT - 6200 CYLINDER - C276,B-1B4H
1593,HHBHC106160575,BOLT - 6200 HEAD - C276,B-1B4G
1594,HHBS6042008,BOLT - 1/4 - 20 X 1/2 IN - 18 - 8 SS,4B2A
1595,HHBS6042012,BOLT - 1/4 - 20 X 3/4 IN - 18-8 SS,4B2B
25786,HHBS6042014,HEX HEAD BOLT 1/4- 20 X 7/8 - HEAD SCREW - 316SS - ATP,4B2C
1597,HHBS6042020,HEX BOLT - 1/4 - 20 X 1-1/4 IN - 316SS,B-1B1C
1599,HHBS60518075,BOLT - 5/16 - 18 UNC X 3/4 IN HEX HEAD BOLT - 316SS,4B2D
1601,HHBS60518125,BOLT - 5/16 - 18 UNC X 1-1/4 IN HEX HEAD BOLT - FULLY THREADED - 316SS,4B2E
1602,HHBS60518150,BOLT - 5/16 - 18 UNC X 1-1/2 IN HEX HEAD BOLT - FULLY THREADED - 316SS,NS
1600,HHBS6051816,BOLT - 5/16 - 18 UNC X 1 IN HEX HEAD BOLT - 316SS,4B2F
1605,HHBS60518550,BOLT - PVC HEAD - 1250 - 316SS,B-1B2B
20067,HHBS60616104,BOLT - 6200 HEAD - 316SS,B-1B4D
1607,HHBS60616150,BOLT - 3/8 - 16 UNC X 1-1/2 IN HEX HEAD BOLT - FULLY THREADED - 316SS,4B3B
1608,HHBS6061616,BOLT - 3/8 - 16 X 1.00 IN - 18-8 SS,4B3C
28085,HHBS6071424,BOLT - 7/16 - 14 X 1.50 IN - 316 SS,4B3D
1609,HHBS60813100,BOLT - GUARD CYL 58 - 316SS,133
1609,HHBS60813100,BOLT - GUARD CYL 58 - 316SS,B-1B4A
28475,HHBS608131290,BOLT - HOUSING 58G - 316SS ,B-1B3A
28475,HHBS608131290,BOLT - HOUSING 58G - 316SS ,QC
1611,HHBS60820550,HH BOLT - 1500 - 1-1/2 IN HEAD (1/2 - 20 UNF X 5.50) - 316SS,B-1B2C
1611,HHBS60820550,HH BOLT - 1500 - 1-1/2 IN HEAD (1/2 - 20 UNF X 5.50) - 316SS,90
1612,HHBS60820600,BOLT - PVC HEAD - 1500 - 316SS,B-1B2A
1612,HHBS60820600,BOLT - PVC HEAD - 1500 - 316SS,106
1613,HHBS6106160125,BOLT - 6200 MOUNTING BASE - 316SS,B-1B4E
1614,HHBS6106160175,BOLT - 6200 HOUSING - 316SS,B-1B4C
1615,HHBS6106160500,BOLT - 6200 CYLINDER - 316SS,B-1B4F
1616,HHBS6106160575,BOLT - 6200 HEAD - 316SS,B-1B4D
12885,HHBS611201400,(DISC) --- BOLT- GLYCOL - 316SS,DISC
12886,HHBS6112100771,BOLT - 58 CYLINDER MOTOR - 316SS,QC
12886,HHBS6112100771,BOLT - 58 CYLINDER MOTOR - 316SS,B-1B3C
12886,HHBS6112100771,BOLT - 58 CYLINDER MOTOR - 316SS,169
12887,HHBS6112100927,BOLT - 58 HEAD - 316SS,B-1B3B
1617,HHBS61210100,BOLT - RETAINING FLANGE 58 - 316SS,B-1B4B
1617,HHBS61210100,BOLT - RETAINING FLANGE 58 - 316SS,143
1618,HHBS6M081.2516,HEX HEAD BOLT - M8 X 1.25 MM- 16MM LONG - 18-8SS,4B3E
1619,HHBS6M812522,BOLT - M8 - 1.25 MM PITCH X 22 MM HEX HEAD BOLT - 316SS,2D7A
24808,HHBS8042028,"HEX HEAD BOLT 1/4-20 X 1-3/4"" - PUMP STAND - 18-8 -  ATP",5B4A
1622,HHBST5081324,BOLT - 1/2 - 13 X 1-1/2 IN - ZINC PLATED STEEL GRADE 5,4B4B
19640,HHDSS6041412,"SELF TAPPING SCREW - 1/4"" X 3/4""",2D6B
12889,HHJND411116,HEX JAM NUT - PISTON/PLUNGER  ROD - 58 - DUPLEX 2205,QC
12892,HHJNS711116,HEX JAM NUT - PISTON/PLUNGER  ROD - 58 - 17-4 PH HH1150,142
12892,HHJNS711116,HEX JAM NUT - PISTON/PLUNGER  ROD - 58 - 17-4 PH HH1150,2B6B
12893,HHJNS71G,(DISC) --- JAM NUT - G - 17-4,DISC
12894,HHJNS72G,(DISC) --- JAM NUT - G - 17-4,DISC
19639,HHLNS60420,"LOCK NUT - 1/4"" - 20 - 18-8 SS",2D6B
20284,HHNIS80420,"HEX NUT NYLON INSERT 1/4""-20 - CARRIAGE END PLATE - 18-8 - ATP",6C7C
26236,HHNIS80518,"HEX NUT NYLON INSERT 5/16""-18 - CARRIAGE END PLATE - 18-8 - ATP",6D3E
1629,HHNS60518,NUT - 5/16 - 18 UNC HEX HEAD NUT - 316SS,2D7B
1631,HHNS60616,NUT - 3/8 - 16 UNC HEX HEAD NUT - 316SS,2D7C
1632,HHNS60624,HEX JAM NUT - 310 - PLUNGER ROD,85
1632,HHNS60624,HEX JAM NUT - 310 - PLUNGER ROD,2B8A
28087,HHNS60714,NUT - 7/16 - 14 UNC HEX HEAD NUT - 316SS,B-1F4A
1634,HHNS60820,HEX JAM NUT - 210 - PLUNGER ROD - 316SS,156
1634,HHNS60820,HEX JAM NUT - 210 - PLUNGER ROD - 316SS,2B8B
1635,HHNS60820TH,HEX JAM NUT - PISTON SCREW - 316SS,2C9E
25787,HHNS80420,1/4 - 20 - HEX NUT - 18-8 SS,6C8B
1637,HHNST50813,1/2 - 13 - BOLT NUT - ZINC PLATED STEEL GRADE 5,3A6B
1638,HHPLUGS606,3/8 IN NPT LOW PRESSURE PLUG - FXA - 316SS,2D5C
1639,HHPLUGS6158G,1/4 IN NPT HIGH PRESSURE PLUG 316SS,2B4F
1640,HHPLUGS662,1/8 IN NPT LOW PRESSURE PLUG - 6200 MOTOR - 316SS,2C9A
1641,HLWS605,(DISC) --- WASHER - 5/16 IN SPLIT LOCK WASHER - 316SS,DISC
1642,HLWS6104,1/4 IN LOCK WASHER - 316SS,2D9A
1643,HLWS6105,5/16 LOCK WASHER - PLUNGER,2D9B
1644,HLWS6106,LOCK WASHER - PLUNGER 58 - 3/8,2B8C
1645,HLWS6108,LOCK WASHER - PLUNGER 58 - 1/2,2B8D
1646,HLWS6110,5/8 IN LOCK WASHER - 316SS,2D9E
1647,HLWS6120,(DISC) --- LOCK WASHER - G,DISC
1648,HLWS61G,(DISC) --- LOCKWASHER - 7/8 IN - 316SS,DISC
1651,HLWST508,1/2 IN LOCK WASHER - ZINC PLATED STEEL,3A6C
1652,HMS6102,(DISC) --- 1/8 IN MUFFLER FOR BREATHER - LPX - 316SS,3E2A
1654,HMS6108,(DISC) --- 1/2 IN MUFFLER FOR BREATHER - 58 - 316SS,149
1654,HMS6108,(DISC) --- 1/2 IN MUFFLER FOR BREATHER - 58 - 316SS,3D3C
1659,HSILMPE104,MUFFLER - 1/4 MNPT - PLASTICS,6E4C
1661,HSILMPE108,MUFFLER - 1/2 MNPT - PLASTIC,2C2A
1662,HSILMPE112,(DISC---HSILMX05-108)-------------MUFFLER - 3/4 MNPT - PLASTIC,148
1662,HSILMPE112,(DISC---HSILMX05-108)-------------MUFFLER - 3/4 MNPT - PLASTIC,B-2A4A
1663,HSILMX05-108,MUFFLER - 1/2 MNPT - ALUMINUM,B-2A4A
12916,HSMS121829BC6F,"TEST HOSE - M12 X M12 - 72""",3E3A
19638,HWHBS6042012,HEX WASHER BOLT - 1/4 - 20 X 3/4 IN - 18-8 SS,2D6B
26762,HWHBS6042024,HEX WASHER BOLT - 1/4 - 20 X 1-1/2 IN - 18-8 SS,2D6B
20594,HWSHBR101601,BRASS WASHER - CARRIAGE ASSEMBLY - BRASS - ATP,6D3C
1665,HWSHS6104L,"FLAT WASHER - 1/4 ID - 0.47"""" OD - 300 SERIES SS",2E4G
1666,HWSHS6105,5/16 IN FLAT WASHER - 316SS,2D9C
1667,HWSHS6106,3/8 IN FLAT WASHER - 316SS,2D9D
1668,HWSHS6108,1/2 IN FLAT WASHER - 316SS,141
1668,HWSHS6108,1/2 IN FLAT WASHER - 316SS,2B8H
1669,HWSHS6116,1 IN FLAT WASHER - 316SS,2B8F
1670,HWSHS6120,1-1/4 IN  WASHER - 316SS,DISC
1664,HWSHS8104,1/4 IN FLAT WAHSER - 18-8,6C7E
1672,HWSHST5106,3/8 IN FLAT WAHSER - ZINC PLATED STEEL,3A5D
1673,HWSHST5108,1/2 IN FLAT WAHSER - ZINC PLATED STEEL,3A6C
26448,JCE007326,ELECTRIC MOTOR - ATEX Zone 2 - 0.75kW - 460V - 3Ph 60Hz - 1800RPM - IEC80 - B35 Foot & Flange Mounted Motor,PROJ
12957,K1255FLC1,1/8 IN X 1/2 IN VEE PACKING KIT W/O-RING & BACKUP - 1250 - FFKM,3C4F
12957,K1255FLC1,1/8 IN X 1/2 IN VEE PACKING KIT W/O-RING & BACKUP - 1250 - FFKM,2
29773,K1255NQLC1,1/8 IN X 1/2 IN VEE NON-ADJUSTABLE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,1
29773,K1255NQLC1,1/8 IN X 1/2 IN VEE NON-ADJUSTABLE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,3C4D
12959,K1255QLC1,1/8 IN X 1/2 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,1
12959,K1255QLC1,1/8 IN X 1/2 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,3C4D
12965,K1885ELC,3/16 IN X 5/8 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - EPDM,28
12966,K1885FLC,3/16 IN X 5/8 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FFKM,3C4G
12966,K1885FLC,3/16 IN X 5/8 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FFKM,29
12967,K1885QLC,3/16 IN X 5/8 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,27
12967,K1885QLC,3/16 IN X 5/8 IN VEE PACKING KIT W/ O-RING & BACKUP - 1250 - FKM,3C4E
1677,K25MRU,MOTOR REBUILD KIT - HNBR/UR - 1250,3C2A
1677,K25MRU,MOTOR REBUILD KIT - HNBR/UR - 1250,70
28688,K25MRUG,MOTOR REBUILD KIT - GREEN HNBR/UR - 1250,3C2A
28688,K25MRUG,MOTOR REBUILD KIT - GREEN HNBR/UR - 1250,70
1679,K25MRV,MOTOR REBUILD KIT - VITON - SERIES 1250,3C1A
1680,K25MSH,MOTOR SEAL KIT - HNBR/HRU - 1250,9E5A
1681,K25MSU,MOTOR SEAL KIT - HNBR/UR - 1250,9E6A
1681,K25MSU,MOTOR SEAL KIT - HNBR/UR - 1250,QC
1682,K25MSV,MOTOR SEAL KIT - VITON - SERIES 1250,2C1A
13013,K25PLRCU02,1/8 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3C3A
13013,K25PLRCU02,1/8 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3
13014,K25PLRCU03,3/16 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,30
13014,K25PLRCU03,3/16 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3C3B
13015,K25PLRCU04,1/4 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,9
13015,K25PLRCU04,1/4 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3C3C
13016,K25PLRCU06,3/8 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,17
13016,K25PLRCU06,3/8 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3C3D
13017,K25PLRCU08,1/2 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,23
13017,K25PLRCU08,1/2 IN UNIV PLUNGER REPL KIT - 1250 - CERAMIC,3C3E
13019,K25PLRHU02,1/8 IN UNIV PLUNGER REPL KIT - 1250 - C276 HASTELLOY,3C3A
13019,K25PLRHU02,1/8 IN UNIV PLUNGER REPL KIT - 1250 - C276 HASTELLOY,216
13022,K25PLRHU06,3/8 IN UNIV PLUNGER REPL KIT - 1250 - C276 HASTELLOY,3C3D
13027,K25PLRSU04,1/4 IN UNIV PLUNGER REPL KIT - 1250 - 316SS,3C4A
13028,K25PLRSU06,3/8 IN UNIV PLUNGER REPL KIT - 1250 - 316SS,3C4B
13029,K25PLRSU08,1/2 IN UNIV PLUNGER REPL KIT - 1250 - 316SS,3C4C
13036,K25SLS02,(DISC) --- O-RING & BACKUP FOR 1/8 IN & 3/16 IN SLEEVE,DISC
13037,K25SPT08,1250/1500 SPOOL SUBASSY - CARBON-FILLED TFE - 1/2 IN STROKE,3C5A
13038,K25SPT16,1250/1500 SPOOL SUBASSY - CARBON-FILLED TFE - 1 IN STROKE,3C5B
13042,K50500HLC1,1/2 IN X 1 IN VEE PACKING KIT WITH  O-RING & BACKUP - 1500 -  HNBR,2C8B
13043,K50500QLC1,1/2 IN X 1 IN VEE PACKING KIT WITH  O-RING & BACKUP - 1500 - FKM,2C7A
13044,K50505ALC1,(DISC) --- 1/2 IN X 1 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - VITON,DISC
13045,K50505BLC1,(DISC---K50505HLC1) --- 1/2 IN X 1 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - BUNA,3C7A
13049,K50755ALC1,(DISC) --- 3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - VITON,DISC
13050,K50755BLC1,(DISC---K50755HLC1) --- 3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - BUNA,3C7B
25589,K50755ELC1,KIT - 3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - EPDM,98
25589,K50755ELC1,KIT - 3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - EPDM,3C8B
13051,K50755FLC1,3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - FFKM,98
13051,K50755FLC1,3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - FFKM,3C8B
13052,K50755HLC1,3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - HNBR,2C8C
13053,K50755QLC1,3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - FKM,3C7D
13053,K50755QLC1,3/4 IN X 1 1/4 IN VEE PACKING KIT W/O-RING & BACKUP - 1500 - FKM,97
1683,K50MRU,MOTOR REBUILD KIT - HNBR/UR - 1500,3C5C
1683,K50MRU,MOTOR REBUILD KIT - HNBR/UR - 1500,123
1685,K50MSH,MOTOR SEAL KIT - HNBR/HRU - 1500,10A4A
1686,K50MSU,MOTOR SEAL KIT - HNBR/UR - 1500,QC
1686,K50MSU,MOTOR SEAL KIT - HNBR/UR - 1500,10A3A
13086,K50PLRCU06,3/8 IN HP PLUNGER REPL KIT - CERAMIC,3C6A
13087,K50PLRCU08,1/2 IN PLUNGER REPL KIT - CERAMIC,73
13087,K50PLRCU08,1/2 IN PLUNGER REPL KIT - CERAMIC,3C6B
13088,K50PLRCU12,3/4 IN PLUNGER REPL KIT - CERAMIC,3C6C
13088,K50PLRCU12,3/4 IN PLUNGER REPL KIT - CERAMIC,78
13089,K50PLRCU16,1 IN PLUNGER REPL KIT - CERAMIC,3C6D
13090,K50PLRCU24,1-1/2 IN PLUNGER REPL KIT -CERAMIC,88
13090,K50PLRCU24,1-1/2 IN PLUNGER REPL KIT -CERAMIC,3C6E
13097,K50PLRSU12,3/4 IN PLUNGER REPL KIT - 316SS,2D5B
1687,K50SMRU,MOTOR REBUILD KIT - HNBR/UR - 1500,3C1B
1688,K54MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 5400,3D2A
1688,K54MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 5400,161
1691,K54MSU,MOTOR SEAL KIT - HNBR/UR - 5400,QC
1691,K54MSU,MOTOR SEAL KIT - HNBR/UR - 5400,3D5C
13166,K58HRK112,HEAD REBUILD KIT - 3/4 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,126
13166,K58HRK112,HEAD REBUILD KIT - 3/4 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,3D3A
13170,K58HRK116,HEAD REBUILD KIT - 1 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,127
13170,K58HRK116,HEAD REBUILD KIT - 1 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,3D3B
13173,K58HRK128,HEAD REBUILD KIT - 1.75 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,3D3C
13173,K58HRK128,HEAD REBUILD KIT - 1.75 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,128
13176,K58HRK140,HEAD REBUILD KIT - 2.50 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,129
13176,K58HRK140,HEAD REBUILD KIT - 2.50 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,3D3D
13180,K58HRKS112,HEAD SEAL KIT - 3/4 IN - FKM/PEEK/PTFE - INCLUDES CHECK KITS,3D6A
13181,K58HRKS116,HEAD SEAL KIT - 1 IN - PFE/PEEK/PTFE - INCLUDES CHECK KITS,3D6B
13182,K58HRKS128,HEAD SEAL KIT - 1.75 IN - PFE/PEEK/PTFE - INCLUDES CHECK KITS,3D6C
13183,K58HRKS140,HEAD SEAL KIT - 2-1/2 IN - PFE/PEEK/PTFE - INCLUDES CHECK KITS,3D6D
13186,K62HRK112Q,HEAD REBUILD KIT - 3/4 IN - FKM/PEEK/PTFE - 6200,3D4B
13190,K62HRKS112,HEAD SEAL KIT - 3/4 IN - PFE/PEEK/PTFE - 6200,3D7A
1692,K62MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 6200,3D4A
1692,K62MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 6200,183
1695,K62MSU,MOTOR SEAL KIT - HNBR/UR-6200,3D5D
13252,K84HRK112,(DISC---K58HRK112) --- HEAD REBUILD KIT - 3/4 IN - PFE/PEEK/PTFE,3D3E
13253,K84HRKS112,(DISC) --- HEAD SEAL KIT - 3/4 IN - PFE/PEEK/PTFE,3D6E
1696,K84MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 8400,170
1696,K84MRU,MOTOR REBUILD KIT - HNBR/UR - SERIES 8400,3D2B
1699,K84MSU,MOTOR SEAL KIT - HNBR/UR - 8400,QC
1699,K84MSU,MOTOR SEAL KIT - HNBR/UR - 8400,3D5E
13255,KBM04HCQ201,(DISCONTINUED)-----1/4 IN HAST 2-PC BALL CHECK REBUILD KIT - 1250,2C7A
13259,KBM04S6Q200,(DISCONTINUED)-----1/4 IN SS 2-PC BALL CHECK REBUILD KIT - FKM - 1250,NS
13260,KBM04S6Q201,(DISCONTINUED)-----1/4 IN SS 2-PC BALL CHECK REBUILD KIT - FKM - 1250,3C2E
13263,KBM08HCQ201,(DISCONTINUED)-----1/2 IN HAST 2-PC BALL CHECK REBUILD KIT - FKM - 1500,2C7B
13265,KBM08S6Q201,1/2 IN SS 2-PC BALL CHECK REBUILD KIT - FKM - 1500,2C7B
26617,KBS04S6Q101,1/4 IN SS INTEGRATED SUCTION BALL CHECK REBUILD KIT - FKM - 1250/ATP/HDA,3C3C
27605,KEYRO-0025,SHAFT KEY - WORM GEAR - SLA,B-1F1E
27606,KEYRO-0026,SHAFT KET - WORM SHAFT - SLA,B-1F1E
26223,KFF04S6A201,1250 HP/ATP - CHECK KIT - VITON - 1 PSIG,2D7C
13268,KFF04S6F201,1250 HP/ATP - CHECK KIT - FFKM - 1 PSIG,3D7A
13269,KFF04S6F301,1/4 IN SS 2PC MEDIUM PRESSURE FAILSAFE CHECK REBUILD KIT - 54/84 - FFKM - 1 PSIG --- ALSO USED FOR 1/4 & 3/8 AC HIGH PRESSURE CHECKS,3D3F
13273,KFF04S6H201,1250 HP/ATP - CHECK KIT - HNBR - 1 PSIG,2D7B
13276,KFF04S6Q201,1250 HP/ATP - CHECK KIT - FKM - 1 PSIG,3D4B
13278,KFF04S6Q301,1/4 IN SS 2PC MEDIUM PRESSURE FAILSAFE CHECK REBUILD KIT - 54/84 - FKM - 1 PSIG --- ALSO USED FOR 1/4 & 3/8 AC HIGH PRESSURE CHECKS,160
13278,KFF04S6Q301,1/4 IN SS 2PC MEDIUM PRESSURE FAILSAFE CHECK REBUILD KIT - 54/84 - FKM - 1 PSIG --- ALSO USED FOR 1/4 & 3/8 AC HIGH PRESSURE CHECKS,3D3E
13280,KFF04S6Q301S,1/4 IN SS 2PC MEDIUM PRESSURE FAILSAFE CHECK SEAL KIT - 1500/54/84 - FKM,3D4D
13281,KFF04S6Q320,1/4 IN SS 2PC MEDIUM PRESSURE FAILSAFE CHECK REBUILD KIT - 54/84 - FKM - 20 PSIG --- ALSO USED FOR 1/4 & 3/8 AC HIGH PRESSURE CHECKS,2D2E
13282,KFM04S6A201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - VITON - 1 PSIG,DISC
13283,KFM04S6B200,(DISC---KFM04S6H200)-----1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - BUNA - NO SPRING,NS
13284,KFM04S6B201,(DISC---KFM04S6H201)---1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - BUNA - 1 PSIG,2C2C
13285,KFM04S6B205,(DISC---KFM04S6H205)----1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - BUNA - 5 PSIG,NS
13286,KFM04S6B220,(DISC---KFM04S6H220)---1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - BUNA - 20 PSIG,NS
13288,KFM04S6F201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FFKM - 1 PSIG,13
13288,KFM04S6F201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FFKM - 1 PSIG,3C2D
13293,KFM04S6H201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - HNBR - 1 PSIG,3C3E
13297,KFM04S6Q200,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - NO SPRING,NS
13298,KFM04S6Q201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - 1 PSIG,12
13298,KFM04S6Q201,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - 1 PSIG,3C2B
13300,KFM04S6Q201S,1/4 IN SS 2PC FAILSAFE CHECK SEAL KIT - 1250 - FKM,3D4C
13301,KFM04S6Q205,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - 5 PSIG,3D4C
13301,KFM04S6Q205,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - 5 PSIG,14
13302,KFM04S6Q220,1/4 IN SS 2PC FAILSAFE CHECK REBUILD KIT - 1250 - FKM - 20 PSIG,3D4C
13304,KFM08S6F101,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FFKM - 1 PSIG,92
13304,KFM08S6F101,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FFKM - 1 PSIG,3C5E
13310,KFM08S6Q101,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FKM - 1 PSIG,91
13310,KFM08S6Q101,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FKM - 1 PSIG,3C5D
13312,KFM08S6Q105,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FKM - 5 PSIG,NS
13313,KFM08S6Q120,1/2 IN SS 1PC FAILSAFE CHECK REBUILD KIT - 1500 - FKM - 20 PSIG,NS
13316,KFM12S6F201,3/4 IN HIGH VOLUME CHECK VALVE REBUILD KIT - FFKM - 1 PSIG,3D2E
13316,KFM12S6F201,3/4 IN HIGH VOLUME CHECK VALVE REBUILD KIT - FFKM - 1 PSIG,93
13321,KFM12S6Q201,3/4 IN HIGH VOLUME CHECK VALVE REBUILD KIT - FKM - 1 PSIG,3D2C
13321,KFM12S6Q201,3/4 IN HIGH VOLUME CHECK VALVE REBUILD KIT - FKM - 1 PSIG,139
13323,KFM12S6Q201S,3/4 IN HIGH VOLUME CHECK VALVE SEAL KIT - FKM,3D4E
13326,KFM16S6F105,1 IN SHV CHECK VALVE REBUILD KIT - FFKM - 5 PSIG,3D2F
13330,KFM16S6Q105,1 IN SHV CHECK VALVE REBUILD KIT - FKM - 5 PSIG,3D2D
13330,KFM16S6Q105,1 IN SHV CHECK VALVE REBUILD KIT - FKM - 5 PSIG,140
13332,KFM16S6Q105S,1 IN SHV CHECK VALVE SEAL KIT - FKM,3D4F
1702,KG101,SIGHT GAUGE GLASS REPLACEMENT KIT - G52,4B7C
1703,KGX15MRU,GX15 MOTOR REBUILD KIT - HNBR/UR,2C3E
1704,KGX15MSU,GX15 MOTOR SEAL KIT - HNBR/UR,2C3D
13423,KGX15SPT16,GX15 SPOOL SUBASSY - CARBON-FILLED TFE - 1 IN STROKE,2C4E
13560,KSM04S6Q201,CHECK REBUILD KIT - 1/4 X 1/2 STRAIGHT THREAD 316SS 2PC FAILSAFE - 1250/GX15 - FKM - 1 PSIG,38
13560,KSM04S6Q201,CHECK REBUILD KIT - 1/4 X 1/2 STRAIGHT THREAD 316SS 2PC FAILSAFE - 1250/GX15 - FKM - 1 PSIG,2D7D
13564,KSS04S6Q201,LPX - 1/4 IN X 1/2 IN STRAIGHT SS 2PC FAILSAFE CHECK REBUILD KIT - LPX - FKM - 1 PSIG,37
27262,LABEL/DECALKIT-TVU1000,"LABELS FPR TVU1000 - INCLUSIVE OF THE FOLLOWING: (2) ""DO NOT FORKLIFT HERE"" 5""x 3"" (8) ""APPLY LIFTING LOADS..."" 4""x 2"" (2) ""EMPTY TANK BEFORE LIFTING..."" 6""x 4"" (4) ""DRY WEIGHT 9,000 LBS"" 7""x 5"" (4) ""THIS EQUIPMENT MUST BE GROUNDED"" 7""x 5"" (4) ""RELIEVE ALL PRESSURE"" 5""x 3.5"" (6) ""LARGE CP LOGOS"" 34.5""x 4.75"" ALL LABELS LAMINATED FOR OUTSIDE USE - AGGRESSIVE ADHESIVE ",PROJ
13583,LBOVERVIEW07,(DISC) --- OVERVIEW BROCHURE - 4 COLOR 4 PAGE - DOCOVERVIEW REV 20 111606DG,DISC
26805,LPB1F10S,"LPB1F10S/HL/NA- 1'' LOW PRESSURE (1000PSI) BALL VALVE- 1''FNPT, SS316, PTFE SEATS AND SEALS",4C2C
25466,LPB1F38S,"LPB1F38S/HL/NA- 3/8'' LOW PRESSURE (1000PSI) BALL VALVE- 3/8''FNPT, SS316, PTFE SEATS AND SEALS",4C2C
25397,LPB1F50S,"LPB1F50S/HL/NA- 1/2'' LOW PRESSURE (1000PSI) BALL VALVE- 1/2''FNPT, SS316, PTFE SEATS AND SEALS",4C2C
25396,LPB1F75S,"LPB1F75S/HL/NA- 3/4'' LOW PRESSURE (1000PSI) BALL VALVE- 3/4''FNPT, SS316, PTFE SEATS AND SEALS",4C2C
13600,LUB010,PARKER AIR/GAS LUBRICATOR - 1/4 FNPT IN LINE - 0-250 PSIG INLET/OUTLET - AL,4C5F
13601,LUB010K,CONTROL KNOB - LUBRICATOR,4C5F
13602,LUB015P,NORGREN AIR/GAS LUBRICATOR - 1/4 FNPT IN LINE - 0-250 PSIG INLET/OUTLET - AL W/ PYREX SIGHT GLASS & LUBRICATOR DOME,4C5F
